review,rating
Best headphonesREAD MORE,4
To much pain in ear dont buy this boat 400READ MORE,2
More than an hour in head will start pain.the bass is awesome but the fit in ear is too tight.READ MORE,5
It is best colour combination in all boAt Rockerz 400.🔥🔥🔥READ MORE,4
I reaaly like itREAD MORE,5
Very nice quality😘 good boatREAD MORE,4
niceREAD MORE,5
It is amazing product for gamingREAD MORE,4
Excellent performance. Boat headphones are simply awesome bass very good. Thumping experience gives more pleasure. thanks to flipkartREAD MORE,4
Good.READ MORE,4
Perfect ❇️READ MORE,5
Good qualityREAD MORE,5
SuperREAD MORE,3
Nice product and battery backup is bestREAD MORE,4
Superb Loud Powerfull bassREAD MORE,5
Cheep qualityREAD MORE,1
SOUND IS EXCELLENTREAD MORE,5
GoodREAD MORE,5
Over priceREAD MORE,4
It's niceREAD MORE,4
Nice productFull satisfaction of money spend but foldable site lose after use of 4-5 monthsREAD MORE,5
it's to..... good  I glad with this product it's really very nice quality it's colour is olso best we can use with Bluetooth or wire both it's to comfortREAD MORE,5
"All rightsalways is betterbut some experience create noise cancelling, cute off soundREAD MORE",4
"On the ear. So, not comfortable for long use.READ MORE",3
AwesomeREAD MORE,5
Very goodREAD MORE,5
BestREAD MORE,5
Its decent product not much impressiveREAD MORE,3
GoodREAD MORE,4
"The Head Band is very week,headphones only lasted for 7 weeks and the headband broke also the headband is not serviceable.READ MORE",1
"This is a classy, beautiful headphone. The product is reasonable within its price range. The bass and battery backup should be more detailed  but you can't argue at this price point. Overall a quality product.READ MORE",5
NiceREAD MORE,4
It is best headphone and budgetfulREAD MORE,5
WowREAD MORE,5
Noise cancellation has a wierd high frequency sound and sometimes it mutes audio as it detects the entire audio as noise.. This is happening on a daily basis. The sound quality while using aux cable is pretty good.. Not disappointed but the noise cancellation. Is irritating as it keeps playing high frequency sound with whatever audio you try to listen..READ MORE,3
Gud quality thank you flip cart and boat company..READ MORE,5
Not good ...Bess 5/1Sound is not good..READ MORE,1
Getting pain after 10min usage.. they are not ready to refund this product due to policy. So dont go with this productREAD MORE,1
Don't buy this headphone. I agree that its bass and sound quality is very good but it's body and build quality is very poor I break from left side and I am writing this review just after 2 week from buying it it is a very poor headphone and I used it very carefully but it's band breaked. Thus you can see in the image 😓READ MORE,1
Bahot hrd😘READ MORE,5
It is good for listening songs. But don't buy it for zoom or online meetings. It has some irritating noise. I even didn't got replacement for it and return is not accepted.READ MORE,1
Working very nice....READ MORE,4
Excellent productREAD MORE,5
Battery Backup 5/5Sound Quality 5/5Bass Super 5/5Gaming Experince 5/5This headphone bass and sound quality is superAnd batery bakup use in regular 8 hrsREAD MORE,5
Quality product with excellent sound. Blindly go for it if you are looking for rich bass effect and super sound.READ MORE,5
"Amazing Headphone in this offer price 999 , best for pubg Zero Letancy.READ MORE",5
Nice for rough useBetter headphones at this price range Be a boatheadREAD MORE,5
This product s headband broke very easily and is very loose .... Very bad quality deliveredREAD MORE,1
Awesome products 👍👍👍👍👍👍 I love itREAD MORE,5
The bass is very good and look is very good 👍👍 best in marketREAD MORE,5
AwesomeREAD MORE,5
Amazing productREAD MORE,5
Excellent productREAD MORE,5
"After 2 months ,battery is not getting charged..I didn't expect this from such branded companyREAD MORE",1
"After 30 minutes, ears will start getting pain. Sound is good.READ MORE",3
Good performanceREAD MORE,5
It is product very goodREAD MORE,5
Osm desing.  Good battery backup 8hr+READ MORE,5
Perfect punchy bassBest Crystal clear sound qualityLoved it😍READ MORE,5
NiceREAD MORE,5
Its very nice proudct i liked it 😍😍READ MORE,5
Àll goodREAD MORE,5
"Excellent, worthy buying..  looks awesome..colour very  attractiveREAD MORE",5
Best in marketREAD MORE,5
Will not recommend this product to anyone. Sound quality and connectivity is patheticREAD MORE,1
Very very excellent product.... Only disadvantage is will give pain for long time usage....READ MORE,4
AwesomeREAD MORE,5
Nice productREAD MORE,5
Its grip is effective to my ears badlyREAD MORE,2
Will not recommend this product to anyone. Sound quality and connectivity is patheticREAD MORE,1
Very very excellent product.... Only disadvantage is will give pain for long time usage....READ MORE,4
AwesomeREAD MORE,5
Nice productREAD MORE,5
Its grip is effective to my ears badlyREAD MORE,2
GoodREAD MORE,4
GoodREAD MORE,4
Good quality and it's worth to buy it .READ MORE,5
Awesome product but low sound has been irritatingREAD MORE,5
Sound & bass bot good.. never buyREAD MORE,1
It's AwesomeREAD MORE,3
Very good... Above average sound quality and bass. Good back up. More than 2 months used still running good. Audio lags when sound is in discrete format.READ MORE,5
Weak plastic usedREAD MORE,3
"Lot of pressure on the ear . Uncomfortable, it can take no more then 10-15 minREAD MORE",2
"After long time use, it is good product.READ MORE",5
Good quality 👌👍 buy this productREAD MORE,5
Must buy it it's ousmeREAD MORE,4
Connecting issue songREAD MORE,1
NiceREAD MORE,5
Keeps disconnecting.... using Bluetooth I can only listen to music and watching videos... During calling it gives a lot of disturbance... Won't work. Not satisfied with given price range.READ MORE,2
Good quality 👌👍 buy this productREAD MORE,5
Must buy it it's ousmeREAD MORE,4
Connecting issue songREAD MORE,1
NiceREAD MORE,5
Keeps disconnecting.... using Bluetooth I can only listen to music and watching videos... During calling it gives a lot of disturbance... Won't work. Not satisfied with given price range.READ MORE,2
Best headphone for bass👌READ MORE,5
Very Good Product Thanks Flipkart & Support TeamREAD MORE,5
Good productREAD MORE,5
Wonderful Bass❤️     Super Battery Pack Up 👌🏻AMEZING Sound System ❤️    Thank U FlipkartREAD MORE,5
Power on failure.READ MORE,1
MpREAD MORE,4
Expected it to be more durableREAD MORE,3
Good productREAD MORE,5
Terrific but dising not goodREAD MORE,5
"The product is superb, nice bass, and the sound quality is just amazing!!! Battery backup is also gud, go for it worth of spending money!!!READ MORE",5
SuperREAD MORE,5
Very niceREAD MORE,4
GoodREAD MORE,4
Very goodREAD MORE,5
Very smartREAD MORE,5
Product is good as always from boat...but delivery guy was not good at all..the product delivered almost 24 hr+ later..READ MORE,4
Good but sometimes I can't hear the WhatsApp group video call it is not working for somedays please replase itREAD MORE,1
Sound quality is very good..I lyked itREAD MORE,5
Should buy this😊READ MORE,5
SuperREAD MORE,5
I loved the productREAD MORE,5
Superb bass if u r a bass lover go for it ....awesome  sound effect.....READ MORE,1
Mind blowingREAD MORE,5
I'm very impressed from this product. Good product.READ MORE,5
Excellent sound quality... bass is gud... Bt hard to fit for ears...READ MORE,4
I loved the productREAD MORE,5
Superb bass if u r a bass lover go for it ....awesome  sound effect.....READ MORE,1
Mind blowingREAD MORE,5
I'm very impressed from this product. Good product.READ MORE,5
Excellent sound quality... bass is gud... Bt hard to fit for ears...READ MORE,4
Wonderful headphones. Look wise beautiful. Nice experience. Thank yiu boAt and thank you flipkartREAD MORE,5
Nice productREAD MORE,5
Amazing no doutREAD MORE,5
Voice quality aur battery backup 1 number hai......READ MORE,5
Very nice sound quality. very comfortableREAD MORE,5
Good for this priceREAD MORE,4
Iam use 9 months after still exlentREAD MORE,5
I like itREAD MORE,5
Useless products hai yeREAD MORE,1
Only few days gone from purchase. So far so good. Worth to buy. Overall Good.READ MORE,4
NICE and FINE productREAD MORE,4
"Worst head phones ,after 2months left side not working at all. Don't prefer to buy this.READ MORE",1
Awesome sound clearity and Bass...Go for itREAD MORE,5
There will be problem in Mike on callingREAD MORE,3
Awsm productREAD MORE,5
NICE and FINE productREAD MORE,4
"Worst head phones ,after 2months left side not working at all. Don't prefer to buy this.READ MORE",1
Awesome sound clearity and Bass...Go for itREAD MORE,5
There will be problem in Mike on callingREAD MORE,3
Awsm productREAD MORE,5
Nice productREAD MORE,5
Very nice product and vary nice sound quality.READ MORE,5
Such a nice product. I forgot about this products review. Guys it's almost 1 year but it's working well like first day. Nice product.READ MORE,5
NiceREAD MORE,5
NiceREAD MORE,4
Fabulous product worth buyingREAD MORE,5
Yes it is great for everything but if you connect bluetooth and on a call. The other person recieves a lot of noise from out and makes him uncomfortable. Otherwise it is gud but not for callsREAD MORE,5
Very nice productREAD MORE,5
Superb bassREAD MORE,5
Good for gamingREAD MORE,5
"Product Is Awesome,Very Nice BassREAD MORE",5
Good but risky to useREAD MORE,1
Product is almost good but battery backup will not satisfy you.READ MORE,3
The quality  is very good after some days the headphones is loose for my head and I love the bass quality of this headset I love this productREAD MORE,5
It's awsomeREAD MORE,5
Bass is very good Sounds is very good battery is goodREAD MORE,5
HappyREAD MORE,5
FabulousREAD MORE,5
Awesome headfone😍😍👌👌READ MORE,4
it broken after two month only. sound quality is best but use it in good manner.READ MORE,3
Bass is not good but satisfactory and sound is so poor qualityREAD MORE,1
"Sound is good, but it's very tight to your head and heavy too. But looking at the price. You get a good sound experience. 👍👍READ MORE",4
Good bt I'm not satisfiedREAD MORE,4
Good good goodREAD MORE,5
Best at affordable price Bt one thing calling is too bad Remain everything is fineREAD MORE,5
Super Sound Quality 👌👌👌READ MORE,5
Quality is goodREAD MORE,5
Worth every penny !! Feels amazing after listening music on these headphones !! Superb product by Boat company !!READ MORE,5
Just wowREAD MORE,5
Nice but it's really okayREAD MORE,3
Broken in a monthREAD MORE,1
The bass and sound of this headphone is best in this price and I also recommend to try it.READ MORE,4
SuperREAD MORE,5
",  .    Sound quality very niceREAD MORE",5
Awesome 👍😊Good product ☺️☺️READ MORE,5
Battery backup is so poor      Bass is not goodREAD MORE,2
Super and marvellous product.heavy bass with 10hrs battery back-up make it more advantageous.READ MORE,5
Amazing 😍😍😍😍😍😍READ MORE,5
excellent product  no problem i am using last 6 monthsREAD MORE,5
OsmREAD MORE,5
Kiraak sound quality and superb bass and nyc productREAD MORE,5
"The worst of its kind, main reason for this bad review is because of its microphone. Even a 50/- road side earphones has a better microphone than thisREAD MORE",2
DamageREAD MORE,1
Very good productREAD MORE,5
Very very good prfomes i love boAtREAD MORE,5
BetterREAD MORE,4
Big bad product.In one month wire will be loss then sound 🔊 is very badREAD MORE,1
I got its for 1499 but it doesn't look like that must it's look like low quality materialREAD MORE,3
Superb Product Good Quality Real Boat Product At Good Price.....Just Bye ItREAD MORE,5
"Great at music but, Not at designed.....READ MORE",5
Good product and Nice sound experienceREAD MORE,5
great product . have used for almost 2 months and works great . battery life is good for about 5-6 hours when charged full . also have cable support . after long use it hurts ear but that is not a very big issue . if u are really into headphones then this product is surely for you. audio quality is good . bluetooth connectivity  works well till now . and hence product is value for money . u can also hear thumping in your ears when u listen to high bass musicREAD MORE,5
This is the best headset for me everREAD MORE,5
"Microphone is not working well with Bluetooth, Can't use it for phone callsREAD MORE",3
"excellent product, good quality prodcut.READ MORE",5
Best one💯READ MORE,5
OsmREAD MORE,5
NiceREAD MORE,5
Very good product..READ MORE,5
NiceREAD MORE,5
really happy with the productREAD MORE,5
good productREAD MORE,5
One side stopped working within four months. Very disappointedREAD MORE,2
Nice ProductREAD MORE,5
"the sound quality is actually good till now , design is also good but it is  little tight over head so cant able to use it continue more than 1 hour .but I think it will get loose with use and time . I think it is  a good product in this price .READ MORE",4
Microphone does not work properly. Otherwise it ok.goodREAD MORE,3
BadREAD MORE,1
Head phones size very small uncompartableREAD MORE,2
quality is not good.READ MORE,1
Not so great for the price compared to other (at this price segment) but it do its job.Pros1.average sound quality.2.average bass and treble .3.Good battery backup.Cons 1.not so comfortable for long time listening (45-60 minutes maximum).2.bass is not so great .3.not worth  for 1500 rupees.READ MORE,3
ExcellentREAD MORE,5
Battery backup -9/10Connectivity-7/10Bass- 8/10Vocals- 8/10Design - 7/10Looks-8/10Overall a value for money product. There'S no other better product that you buy in this price rangeREAD MORE,5
Good products 👍READ MORE,5
Never ever buy this product...it's leather is cheap and started coming out within a year....very bad qualityREAD MORE,2
Very very bad quality 😡😡READ MORE,1
goodREAD MORE,5
Good quality and excellent bassREAD MORE,5
With in two months one of its speak is not workingREAD MORE,2
"Product is worth, full paisa vasool....l liked it very muchREAD MORE",5
Superb product and the bass was fabulousREAD MORE,4
Very goodREAD MORE,5
Mic is not working.I lost my money buying this.READ MORE,1
I love it The sound is awesome  😊READ MORE,5
Good product....READ MORE,5
Good productREAD MORE,4
"AUX cable stops working sometimes. Many a times voice is only heard from one earpiece. Had to buy a new AUX cable to use this product properly. Headset is amazing, worth the price. But the cable given with the same is just useless.READ MORE",4
Rock.... SuperbREAD MORE,5
Awsm product🔥READ MORE,5
Valuable productREAD MORE,4
Good for this priceREAD MORE,3
Simply awesomeREAD MORE,5
Ouit decent product but built design is not that much perfect but value for money.READ MORE,5
Just awesome ♥️♥️♥️♥️READ MORE,3
This item is very good I love itREAD MORE,5
Nice 👍READ MORE,4
Simply awesomeREAD MORE,5
Ouit decent product but built design is not that much perfect but value for money.READ MORE,5
Just awesome ♥️♥️♥️♥️READ MORE,3
This item is very good I love itREAD MORE,5
Nice 👍READ MORE,4
NiceREAD MORE,5
Like a nice songREAD MORE,4
GoodREAD MORE,4
Base quantity very niceREAD MORE,4
Awesome  and good bass 😘😘😘😘😘😘😍😍😍😍😍😍READ MORE,5
GoodREAD MORE,5
"Product looks really classics, and it's good in budget.READ MORE",4
The sound quality and all is somewhat goodBut the design is literally very very bad it's just feel like something is squeezing your head.It feels very bad. Even if u use for 5-10min ur head start aching very bad.Buy this only when  u are suitable to use it.READ MORE,1
Just awesome 👍READ MORE,5
"One of the most reliable headphones out there. Been using them for around 5 years without any problem, basically for running.READ MORE",5
Just okREAD MORE,3
Very tight headset..and very poor in call sound.READ MORE,3
It works for 3 months then wireless it doesn't work...I recommend please do not buy this product ...instead pay 500 more and get long lasting ones.READ MORE,1
NiceREAD MORE,5
GoodREAD MORE,5
I love it. Nobody will beat boat headsets. Sound is awesome. Crystal clear ... I am using boat headsets from many years ... You can go for it without another further review.READ MORE,5
Nice productREAD MORE,4
"100% worth , Audio Quality is Very Very GoodREAD MORE",5
Good productREAD MORE,5
"Amazing product.One who is looking for the headphone,then this is the best one..👍👍READ MORE",5
Nice productREAD MORE,5
"😃😃😃Its awesome and first of all thanks to flipkart for fast delivery i got this withon 2 days and all specifications al good and better than before, all credits goes to flipkart tq my dear....🥰🥰READ MORE",5
"By Bringing the headphone of boAt, I was very happy to a sound quality. Any other headphone population needs to live by boAt Rockerz 400, as if this is the headphone after bringing this headphone, then you have got a lot of help in teaching flute after bringing headphone. So I consider this headphone it's a very powerful...🤗😎😊😘😇🤗READ MORE",5
Awesome Bass and vocal design is coolREAD MORE,5
Good over allREAD MORE,5
I gave it 3 stars becuse when the headset is connected through bluetooth and you are on a call the quality of audio becomes very low(It happens during calls only).But with wired connection the sound is awesomeREAD MORE,3
Waste product its stopped working for 1 monthREAD MORE,1
BestREAD MORE,5
Very nice product by boat.READ MORE,5
Loved itREAD MORE,5
Mic problemREAD MORE,1
The headphones are good and connectivity is good. I used with my smart tv also.READ MORE,5
Good sound qualityREAD MORE,3
"Bad product , I use only 2 month properly, after 2 month mic gonna death , sound clarity down, noise included . If u want to this product for only 2 months then u gonna buying. I’m not happy with this productREAD MORE",1
I think it is the best to in sound quality but if you use it for calling thee sound will be no bass and have a shrill voiceREAD MORE,3
Very nice productREAD MORE,5
Osm headsetREAD MORE,5
When you play PUBG using this headphones then you feel like u entered this game originally.READ MORE,5
Fantastic 👍👍👍👌👌😊👋READ MORE,5
Best headphones in this price range.READ MORE,5
Superb .READ MORE,5
NiceREAD MORE,5
Sound clarity superb bass very very goodREAD MORE,5
"This product is in this range, I bought it for online Class, generally I have 7 to 9 hour classes and at the primerey days that Is in the first 3 week I feel very tight wearing this one but after that point it become very comfort for me, now it is soft and smooth it's bluthooth battery backup is awesome if you didn't used Bluetooth charge will stay upto a month, the aux cable is my favourite but Bluetooth is also awesome all this is a perfect choice for you if you need a uncomparable headset ...READ MORE",5
Experence like a home theraterREAD MORE,5
GoodREAD MORE,5
Good Sound quality.READ MORE,5
Best Headphone 🎧 and has best quality bassREAD MORE,5
Worst productDon't buy it Problem in wireless mode arises with 2 monthsREAD MORE,1
Please don't buy thisWorst product The cloth on the device is very bad qualityREAD MORE,2
Good battery backup and it's very  least cost  but  good sound quality and long-lastingREAD MORE,5
Nice one value for money really good productREAD MORE,5
Nice oneREAD MORE,5
Amazing headphoneREAD MORE,1
Brand is brand.READ MORE,5
I'm  happy with this product...🎧🎧READ MORE,5
Very nice productsREAD MORE,5
Good productREAD MORE,4
"Awesome product, thanks boat.READ MORE",5
Very poor sound worth lessWorst sound quality...Don't buy thisREAD MORE,1
"According to my view, this boat rockerz headphones are the best in this Price range.So please close your eyes and go for it.READ MORE",4
"Yooo, The Product is Amazing . Love it The Sound quality is nice and the base is excellent . A music lover should buy this productREAD MORE",5
Fully Satisfied with the product n features.  Except volume control from head phone is accessing instead going to next n back song.  Anyways good one !READ MORE,5
Works great for music but stutters when it comes to dialogues. If you keep volume high enough this problem goes away. A little uncomfortable for long use. Overall satisfied with the productREAD MORE,3
GoodREAD MORE,5
"According to my view, this boat rockerz headphones are the best in this Price range.So please close your eyes and go for it.READ MORE",4
"Yooo, The Product is Amazing . Love it The Sound quality is nice and the base is excellent . A music lover should buy this productREAD MORE",5
Fully Satisfied with the product n features.  Except volume control from head phone is accessing instead going to next n back song.  Anyways good one !READ MORE,5
Works great for music but stutters when it comes to dialogues. If you keep volume high enough this problem goes away. A little uncomfortable for long use. Overall satisfied with the productREAD MORE,3
GoodREAD MORE,5
It hurts my ear but sound quality really nice.READ MORE,3
Super but delivery is late I expected today morning but it came eveningREAD MORE,5
Full bassREAD MORE,5
Good product but not adjustable properlyREAD MORE,3
AwsomeREAD MORE,5
WonderfulREAD MORE,4
It becomes silent when listening to audio. Mic doesn't work properly.READ MORE,2
Superb battery life and osm productREAD MORE,5
It's bestREAD MORE,5
Nice product.READ MORE,5
It's a good productREAD MORE,4
GoodREAD MORE,3
I am order my son. He loved very much boat head phone.thx flipcartREAD MORE,5
You can't be use in public place for calling me purpose.READ MORE,3
Bass Is too goodREAD MORE,5
I used it for one  year until now it shows excellent performanceREAD MORE,5
Sounds Quility Quality Excellent..3 month used battery backup good.READ MORE,5
Worst product......it doesnt work in low sound and also very tight on ear......cant use more than one hour continuously.READ MORE,1
After one year use best qualityREAD MORE,5
Really disappointed with the quality sound bass battery are good but ear pods are not of quality after the use of 1 month it has came out kindly don't go for it I am a lover of boat earphones but disappointed with this modelREAD MORE,3
Product is good but the build quality material is not good .It breaks in between whenever you use roughlyREAD MORE,4
Good product 👍 amejinREAD MORE,5
Performance is awsome but pure soundREAD MORE,5
Best heads ever don’t think about it just buy thsi im pretty sure you will love it 😍READ MORE,5
Color look sound quality all good just a little uncomfortable after wearingREAD MORE,5
Nice productREAD MORE,4
GoodREAD MORE,5
Headbend is broken after 4 moth of usageREAD MORE,3
Build quality is good and sound quality is awesome but you need to focus on battery backup. Make earcups a more softer.READ MORE,5
"Product was good and beyond expectation:Kiara Advaani Show this product many times,I think this is a major reason why I am going to choose this one:    After all I am totally satisfied with this product I recommend plzz buy this product if you are Real song listener ❤❤READ MORE",4
Good but not perfectREAD MORE,5
Bluetooth facility is up-to mark due to sound clarityREAD MORE,4
Excellent product under 1000READ MORE,5
#Excellent product I love it but battery backup lowREAD MORE,4
SuperbREAD MORE,5
Good but not perfectREAD MORE,5
Bluetooth facility is up-to mark due to sound clarityREAD MORE,4
Excellent product under 1000READ MORE,5
#Excellent product I love it but battery backup lowREAD MORE,4
SuperbREAD MORE,5
Good Bluetooth headphone but mic improveREAD MORE,4
Very good headphoneREAD MORE,5
AwesomeREAD MORE,5
GoodREAD MORE,5
It breaks from the middleREAD MORE,2
Nice product ... actually it is very light weight. I think the cost is too high for this product   Overall it's very niceREAD MORE,4
"Best product at best price,I am using this product for 8-9 months and now I plan to write here about this amazing purchase awesome sound quality, design true wireless battery backup is best ever (Jhakaas) if suppose you are unable to charge battery then there is Aux cable you can use that for sure, I must say it's amazing purchase for me. Thank you so much FlipkartREAD MORE",5
GoodREAD MORE,3
Mic very bad... Poor Colling voiceREAD MORE,1
Really amazing Product..🔥🔥Great battery - awesome Sound quality.No Heat problem.READ MORE,5
Awasome headphones in this range.......🔥✌️❤️But a bit tightREAD MORE,4
Every thing is fine only issue I am facing is with mic it is bit  tough to communicate through it.READ MORE,4
"Nice, Worth Buying for Kids !READ MORE",4
GoodREAD MORE,4
Satisfied by the product 100% and will suggest everyone to buy this one if you are searching for a best quality headphones...😊READ MORE,5
Awasome headphones in this range.......🔥✌️❤️But a bit tightREAD MORE,4
Every thing is fine only issue I am facing is with mic it is bit  tough to communicate through it.READ MORE,4
"Nice, Worth Buying for Kids !READ MORE",4
GoodREAD MORE,4
Satisfied by the product 100% and will suggest everyone to buy this one if you are searching for a best quality headphones...😊READ MORE,5
"Sound is good, but it hurts too much while wearingREAD MORE",3
Very good headphonesREAD MORE,4
Sound is too good i highly recommend to them who love to hear songsREAD MORE,4
Battery backup is too hoodREAD MORE,5
"good quality,READ MORE",5
Amazing superbREAD MORE,4
Value for moneyREAD MORE,4
The range of headphones is not 10 metresREAD MORE,1
Nice bassREAD MORE,5
Good productREAD MORE,4
This a best Budget BT Headset.....READ MORE,4
To be honest very good product really happy . Best bass sound is good durability is good fast charging  the only thing is mic is not working smoothly .READ MORE,5
It is all good in looks and functioning but i just wish that the green fabric was made of leather not synthetic fiberREAD MORE,3
Not comfortable not recommended for long use.Good sound but have not good design and is not comfortable.If you only need soud only then buy.READ MORE,1
Can not use for voice callingREAD MORE,2
Nice productREAD MORE,4
after one year the product get damaged.READ MORE,3
AwesomeREAD MORE,4
"Mic quantity is very poor. Background noise is more important while calling. Can't use for more than 30 min, ears will pain...fusion should be soft.READ MORE",1
Awesome productREAD MORE,5
This headphone has issue when connects with phone and gets frequently disconnected during call.READ MORE,1
Ek number. Sound quality also niceREAD MORE,4
SuperREAD MORE,5
GoodREAD MORE,4
Super it's great and also a usefull productREAD MORE,5
"Great sound  clear, good battery backup,  good deal at that price..READ MORE",5
Great product and nice productREAD MORE,5
Amazing product.READ MORE,5
GoodREAD MORE,5
"Delivery and base is good, first day, lets seeREAD MORE",4
It is quite uncomfortable to wear.Sound is not good as expected....READ MORE,3
Nice song qualityREAD MORE,5
During calling sound does not reach properly otherwise it is awesomeREAD MORE,5
best for priceREAD MORE,5
Good quality And sound is also very niceREAD MORE,5
It worths every pennyREAD MORE,5
GoodREAD MORE,5
Boat is always good 😊 but the build quality of headphone is need to improve coz it it easy to break . But all other things are good ☺️READ MORE,5
Awesome productREAD MORE,5
Wow excellentREAD MORE,5
Nice product at this price🥰thanks flipkart for the fastest delivery🥰READ MORE,5
AwesomeREAD MORE,5
"Quality is very good, sound is normal, battery is good and this headset is best headset. This is a beautiful headset.Nadeem Akhtar (Sahil) PatnaREAD MORE",5
not for long sessions . :(READ MORE,3
Bluetooth Connectivity is very poor. It gets disconnected automaticaaly.READ MORE,1
"Some connecting issues due to small range, otherwise it's GoodREAD MORE",4
GoodREAD MORE,5
"Amazing bass and amazing sound quality!!! It may seem to be a little tight in the beginning, but I personally got used to the fitting without any problem!!READ MORE",5
Mike is not workingREAD MORE,1
Comfort is zeroREAD MORE,4
VERY BADREAD MORE,1
Please do not waste your money on this...very paining... totally disappointed...don't trust on rating for this product...READ MORE,1
Nice productLove itValue for moneyREAD MORE,5
ExcellentREAD MORE,4
"Bought the product to attend the online classes. Within 2 months, one side stopped working, but that was taken care by the Boat company n was rectified. The major issue with the headset is the MIC. I cant walk n talk, as the other person wont hear my voice, i need to hold my phone and use the MIC of the phone only than the other person is able to hear me. For me, this ends the concept of Bluetooth headset, if i am unable to use the headset without holding the phone..READ MORE",2
The colour is awesome. It is little bit uncomfortable.READ MORE,5
The products I have to go to the store and get some rest and feel better soon and that is why I am asking for a friend to talk to you about 😉😉😂😂😉😂🤣😊😉😂😉READ MORE,5
Sound quality was so good.. lite weight.. the only problem is mic is not so proper..  when we were talking.. the other person cant hear our voice properly.. other than tht osm productREAD MORE,5
Its GoodREAD MORE,5
Sound quality is good but speakers are not that good when it comes to calling via Bluetooth..!!READ MORE,3
Very nice productsREAD MORE,5
Excellent qualityREAD MORE,5
Worthy productREAD MORE,4
GoodREAD MORE,5
Value for moneyREAD MORE,4
Very nice productsREAD MORE,5
Excellent qualityREAD MORE,5
Worthy productREAD MORE,4
GoodREAD MORE,5
Value for moneyREAD MORE,4
Very nice 👌👌READ MORE,5
"Product is very good,  if u r looking for a gaming headset this is one of the best i had seen.  Good latency, good battery backup, i havent charged yet i got this 2 days back. Good build quality. Thats all over all its a good product🤘READ MORE",4
Good product and sound is to goodREAD MORE,5
Very Good boAt❤️❤️❤️READ MORE,5
Good speakers 😊 I loved it❤️😻😻READ MORE,5
Vera level Bass effectREAD MORE,5
Nice👌👌👌🥰READ MORE,5
Superb product.. worth the money spentREAD MORE,5
my favorite always ☺️READ MORE,5
Wonderful product loved itREAD MORE,5
AWESOMEREAD MORE,4
"I review over a month.There is good headphone, but on increasing volume of headphone there is a tear of bass.Battery backup is also nice.Over a long time of period such type of etching on ear.Obviously good one🥰🥰READ MORE",5
SuperREAD MORE,5
Trustable brandREAD MORE,5
It been almost an year using it main problems were the leather in ear cushions were damaged and started to tore off after a few month .then the aux cable for the wired connection always getteing damaged i reaplaced the aux cable 3 times this year that cost me 900rs .Other than that its a great product.And i would also recommend stretching it for the first time its too tight for the first month after one month it will losen up.READ MORE,3
Good product      i like itREAD MORE,4
This is good for songsREAD MORE,5
This product....is to good♥️READ MORE,5
Feeling pressure on earREAD MORE,3
Worth for Money... Battery backup is awesomeREAD MORE,4
Its good and excellentREAD MORE,5
GoodREAD MORE,5
I have used this headphone for 2 months now I have liked this headphone. In this price range it really good bass and sound is good. Body looks awesome and is pretty durable. Everything is good about this headphone but only problem is you can't wear it for long time because my ears feels little pain when I wear it for long time. Battery is amazing just amazing. Worth a buy product.✌️READ MORE,4
Best choice 🤟READ MORE,4
Very nice product. Weight is too light. Design also good but poor connectivity and doesn't provide expected comfortREAD MORE,5
Its good and excellentREAD MORE,5
GoodREAD MORE,5
I have used this headphone for 2 months now I have liked this headphone. In this price range it really good bass and sound is good. Body looks awesome and is pretty durable. Everything is good about this headphone but only problem is you can't wear it for long time because my ears feels little pain when I wear it for long time. Battery is amazing just amazing. Worth a buy product.✌️READ MORE,4
Best choice 🤟READ MORE,4
Very nice product. Weight is too light. Design also good but poor connectivity and doesn't provide expected comfortREAD MORE,5
This is a really so Good product.Super Duper Sound quality ☺️Bass was really niceNice battery backup and some time to take a charge ❤️Built quality was excellentBut price Is highREAD MORE,5
Nice oneREAD MORE,4
Charging issue started in month...otherwise awesome product...unable to chargeREAD MORE,4
My 1st headphone purchased and the best ever seen and the base is perfect! Just LOVING IT 🔥❤️READ MORE,5
Love♥️READ MORE,5
Good productREAD MORE,5
It's just mindblowing worker headphone. I love this❤❤❤💃💃. Tooo good.  Wire & wireless both are working best. I luv this❤🎶🎧🎧🎧READ MORE,5
NiceREAD MORE,5
Good in music but cushions r smallREAD MORE,5
Nice productREAD MORE,4
"Sound okay, but not at all comfortable, ears pain with longer use....good bass thoughREAD MORE",3
"Awesome product, easy to use, great design and build, good bass, and best part..its an Indian company..READ MORE",5
It was extremely good but built quality was not soo much goodREAD MORE,5
It's very good... Thnx filpkart🤩READ MORE,4
Sound is neededREAD MORE,3
Good product 👍👍👍READ MORE,5
BestREAD MORE,5
Nice product 😌READ MORE,5
I feel like I am listening to the most coolest and loudest headphones ever made❤❤❤READ MORE,5
Very niceREAD MORE,5
Its gudREAD MORE,5
I full charge it and used it once in a while and its battery lasted for a monthREAD MORE,5
It was good but now there is some problem with the power bottom. Its been 9 month of usingREAD MORE,3
Wonderful experience 🙂READ MORE,5
Everything is best at price ..READ MORE,4
Its gudREAD MORE,5
I full charge it and used it once in a while and its battery lasted for a monthREAD MORE,5
It was good but now there is some problem with the power bottom. Its been 9 month of usingREAD MORE,3
Wonderful experience 🙂READ MORE,5
Everything is best at price ..READ MORE,4
1 star is cut for material usedREAD MORE,4
